time,area_name,lat,lon,rr,hu,qq,tg,tx,tn,fg
2000-01-01,agrigento_one,37.42034159196622,13.608418243903415,53.367744,,94.73118,8.354878,11.534476,5.9566264,1.7529548
2000-02-01,agrigento_one,37.42034159196622,13.608418243903415,14.793104,,132.68105,9.748477,13.00237,6.283232,2.825945
2000-03-01,agrigento_one,37.42034159196622,13.608418243903415,0.67419356,,193.46773,12.529423,15.427231,8.1463175,2.4867353
2000-04-01,agrigento_one,37.42034159196622,13.608418243903415,34.35,,213.65556,15.110042,18.542458,10.900695,3.4010932
2000-05-01,agrigento_one,37.42034159196622,13.608418243903415,9.18387,,248.37634,20.265982,23.869436,15.632728,2.7224386
2000-06-01,agrigento_one,37.42034159196622,13.608418243903415,3.38,,281.99637,23.37007,26.226097,17.93279,2.9451466
2000-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,299.09274,26.202835,28.518076,20.180672,3.2410324
2000-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,275.3414,26.98816,29.66754,21.025671,3.1764388
2000-09-01,agrigento_one,37.42034159196622,13.608418243903415,52.403336,,200.32222,22.957487,25.992735,18.426111,2.4292932
2000-10-01,agrigento_one,37.42034159196622,13.608418243903415,32.26452,,139.40189,18.10243,21.825441,15.149474,2.7768774
2000-11-01,agrigento_one,37.42034159196622,13.608418243903415,30.196667,,104.12362,15.072014,18.83361,12.839264,2.7109864
2000-12-01,agrigento_one,37.42034159196622,13.608418243903415,68.61291,,92.12097,12.231626,15.828412,9.98254,3.2789416
2001-01-01,agrigento_one,37.42034159196622,13.608418243903415,62.1871,,89.12903,11.4359665,14.941775,9.347795,2.9003613
2001-02-01,agrigento_one,37.42034159196622,13.608418243903415,54.72857,,131.92262,10.443363,13.986041,7.9984527,3.0045712
2001-03-01,agrigento_one,37.42034159196622,13.608418243903415,12.422581,,181.6344,15.123574,18.6043,10.870471,3.2655354
2001-04-01,agrigento_one,37.42034159196622,13.608418243903415,27.626667,,225.68889,13.149666,17.15568,9.973249,3.624453
2001-05-01,agrigento_one,37.42034159196622,13.608418243903415,18.396774,,235.8051,19.401625,22.990026,13.617366,2.6391485
2001-06-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,303.4528,22.44525,25.087585,17.21282,3.0125732
2001-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,294.6976,24.933334,28.914032,19.778223,2.9877806
2001-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,267.9691,24.71544,28.801222,21.180832,2.7568903
2001-09-01,agrigento_one,37.42034159196622,13.608418243903415,1.5866668,,214.05556,22.13254,25.56025,18.656387,2.72156
2001-10-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,161.0121,19.111908,24.06637,17.56067,2.6471612
2001-11-01,agrigento_one,37.42034159196622,13.608418243903415,43.146667,,95.333336,14.570624,18.52175,12.397374,2.8799865
2001-12-01,agrigento_one,37.42034159196622,13.608418243903415,45.451614,,68.520164,9.152957,13.326129,7.0790315,2.7192
2002-01-01,agrigento_one,37.42034159196622,13.608418243903415,29.951614,,100.47849,9.189773,13.406143,6.098118,2.5657423
2002-02-01,agrigento_one,37.42034159196622,13.608418243903415,20.025002,,128.37202,11.721993,14.684166,9.11991,2.9678144
2002-03-01,agrigento_one,37.42034159196622,13.608418243903415,2.3838708,,175.01881,13.577258,17.81813,9.607528,2.9508257
2002-04-01,agrigento_one,37.42034159196622,13.608418243903415,24.713333,,227.78334,14.511624,17.408152,10.858903,3.00388
2002-05-01,agrigento_one,37.42034159196622,13.608418243903415,29.429031,,263.68686,18.212675,21.719328,14.24387,3.206219
2002-06-01,agrigento_one,37.42034159196622,13.608418243903415,0.37333333,,292.94308,23.16015,25.54368,17.326666,3.001853
2002-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.5193548,,270.03226,25.301008,27.533737,20.116882,2.8928902
2002-08-01,agrigento_one,37.42034159196622,13.608418243903415,4.754839,,252.85484,24.81883,27.44071,20.002943,3.2332902
2002-09-01,agrigento_one,37.42034159196622,13.608418243903415,5.536667,,196.67082,21.35643,24.97294,17.837652,2.1979334
2002-10-01,agrigento_one,37.42034159196622,13.608418243903415,33.267742,,154.56586,18.353426,22.592339,15.387943,2.6152906
2002-11-01,agrigento_one,37.42034159196622,13.608418243903415,68.33667,,93.783325,15.773,18.572542,13.526874,3.2561197
2002-12-01,agrigento_one,37.42034159196622,13.608418243903415,45.119358,,68.745964,11.722069,14.039597,9.195994,2.8895223
2003-01-01,agrigento_one,37.42034159196622,13.608418243903415,71.658066,,87.73791,11.503777,13.78715,8.6036825,3.9370837
2003-02-01,agrigento_one,37.42034159196622,13.608418243903415,45.07857,,118.604164,8.170445,11.214672,5.099479,3.5460284
2003-03-01,agrigento_one,37.42034159196622,13.608418243903415,22.690323,,187.5578,10.853951,14.281571,7.173561,2.8959358
2003-04-01,agrigento_one,37.42034159196622,13.608418243903415,50.856667,,222.98613,14.190457,17.185986,10.230736,3.4907465
2003-05-01,agrigento_one,37.42034159196622,13.608418243903415,4.3935485,,274.30777,19.8843,23.325241,15.328816,2.9382453
2003-06-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,295.87222,24.924875,28.123833,20.044832,2.9396265
2003-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,,309.19894,27.125631,30.374407,22.777578,3.1504645
2003-08-01,agrigento_one,37.42034159196622,13.608418243903415,6.103226,,264.53897,27.23059,30.919489,23.100845,2.9621289
2003-09-01,agrigento_one,37.42034159196622,13.608418243903415,66.23,,196.6375,22.668015,26.038084,18.72954,2.9576666
2003-10-01,agrigento_one,37.42034159196622,13.608418243903415,68.21936,,130.58333,20.41102,23.060995,16.852768,3.3515098
2003-11-01,agrigento_one,37.42034159196622,13.608418243903415,78.43667,,105.00695,16.67893,19.821486,13.274193,3.1307197
2003-12-01,agrigento_one,37.42034159196622,13.608418243903415,97.841934,,77.32795,11.736855,14.811801,9.171115,3.4100776
2004-01-01,agrigento_one,37.42034159196622,13.608418243903415,22.809679,70.04769,84.52419,9.314166,13.17484,7.1157126,3.7481806
2004-02-01,agrigento_one,37.42034159196622,13.608418243903415,6.27931,69.72606,123.03161,10.522744,14.774368,7.727342,3.233724
2004-03-01,agrigento_one,37.42034159196622,13.608418243903415,44.558067,72.38737,159.71909,11.400993,14.624637,8.994086,3.3763094
2004-04-01,agrigento_one,37.42034159196622,13.608418243903415,26.436665,76.15342,194.84444,13.266513,17.340958,11.070348,3.98388
2004-05-01,agrigento_one,37.42034159196622,13.608418243903415,6.0580645,74.19429,262.5336,15.560577,19.778131,12.789865,3.367716
2004-06-01,agrigento_one,37.42034159196622,13.608418243903415,7.463333,69.8926,288.85693,21.551569,25.675125,16.84318,3.3674264
2004-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,65.83027,305.57394,23.761236,28.791437,20.37246,3.0975611
2004-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,71.732574,278.72043,25.18836,29.850311,21.469786,3.2068903
2004-09-01,agrigento_one,37.42034159196622,13.608418243903415,43.243332,72.22181,199.70695,23.181486,26.147306,18.372597,2.6081197
2004-10-01,agrigento_one,37.42034159196622,13.608418243903415,22.732258,79.68022,155.2715,21.60235,24.688765,17.262148,3.08071
2004-11-01,agrigento_one,37.42034159196622,13.608418243903415,103.903336,70.775,88.17777,14.52607,17.806486,12.377374,3.1102133
2004-12-01,agrigento_one,37.42034159196622,13.608418243903415,130.23225,73.538765,66.877686,14.35078,16.065886,11.158292,3.4774323
2005-01-01,agrigento_one,37.42034159196622,13.608418243903415,48.26129,65.74761,95.50134,8.349597,12.220632,6.6268005,2.5919483
2005-02-01,agrigento_one,37.42034159196622,13.608418243903415,72.325,65.26687,115.88245,8.841979,10.8317995,5.411592,3.7127
2005-03-01,agrigento_one,37.42034159196622,13.608418243903415,17.767742,72.38772,176.11829,10.402621,14.900093,8.033306,3.109458
2005-04-01,agrigento_one,37.42034159196622,13.608418243903415,27.733334,72.2132,225.01111,13.109792,17.076303,10.700194,4.217133
2005-05-01,agrigento_one,37.42034159196622,13.608418243903415,8.36129,69.68031,268.1089,18.478844,22.86207,15.057365,3.6552258
2005-06-01,agrigento_one,37.42034159196622,13.608418243903415,8.513333,67.58669,273.4611,20.915014,25.456625,18.614014,3.4615598
2005-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,65.52824,300.2594,24.070066,28.858696,21.291368,3.6312647
2005-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.32903224,68.3179,265.0699,24.601974,27.353762,20.544529,3.5840902
2005-09-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,71.8292,196.35555,22.92568,25.683264,19.266209,2.6277866
2005-10-01,agrigento_one,37.42034159196622,13.608418243903415,9.390322,71.79925,138.26076,19.973307,22.55847,16.20016,3.206516
2005-11-01,agrigento_one,37.42034159196622,13.608418243903415,59.723335,68.46281,107.645836,16.247946,18.63054,12.449111,3.3030403
2005-12-01,agrigento_one,37.42034159196622,13.608418243903415,93.893555,71.414894,78.893814,10.112205,13.314355,8.335444,2.634516
2006-01-01,agrigento_one,37.42034159196622,13.608418243903415,74.6871,74.951515,95.83597,9.0378895,12.293655,7.142863,2.9575872
2006-02-01,agrigento_one,37.42034159196622,13.608418243903415,25.685717,74.48235,123.741066,9.3340025,13.301785,7.234241,3.119414
2006-03-01,agrigento_one,37.42034159196622,13.608418243903415,34.51613,70.852036,161.04167,11.244651,15.510994,8.506223,3.8185418
2006-04-01,agrigento_one,37.42034159196622,13.608418243903415,9.646667,70.6886,218.16805,14.633374,19.568306,12.1298895,3.449933
2006-05-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,65.58581,292.53226,18.839905,23.465845,15.331746,3.2730837
2006-06-01,agrigento_one,37.42034159196622,13.608418243903415,7.4066668,62.124744,289.14722,21.097666,26.843248,18.19961,3.0170398
2006-07-01,agrigento_one,37.42034159196622,13.608418243903415,7.63871,68.11359,279.55106,24.867273,29.166208,22.169058,2.9192262
2006-08-01,agrigento_one,37.42034159196622,13.608418243903415,4.383871,59.131,268.97446,25.258322,29.635078,22.132513,3.6340125
2006-09-01,agrigento_one,37.42034159196622,13.608418243903415,31.63,67.002655,201.57777,23.209234,26.225054,19.151499,2.4931464
2006-10-01,agrigento_one,37.42034159196622,13.608418243903415,65.33549,73.118935,139.71504,20.551304,24.346222,17.017889,2.6314323
2006-11-01,agrigento_one,37.42034159196622,13.608418243903415,24.343336,72.32409,119.3125,16.847124,20.130499,12.590347,2.8054533
2006-12-01,agrigento_one,37.42034159196622,13.608418243903415,94.76129,74.72936,80.87097,14.228496,17.524569,10.545819,2.423858
2007-01-01,agrigento_one,37.42034159196622,13.608418243903415,14.419355,74.54767,109.89651,12.903816,16.27711,9.599529,2.0375354
2007-02-01,agrigento_one,37.42034159196622,13.608418243903415,30.125,75.6462,124.03274,11.841563,14.73866,8.695908,3.1112857
2007-03-01,agrigento_one,37.42034159196622,13.608418243903415,79.17097,70.01642,162.72044,11.741895,15.512258,9.223319,3.430903
2007-04-01,agrigento_one,37.42034159196622,13.608418243903415,34.15667,70.812416,227.23055,14.269055,18.337431,12.039486,2.5565996
2007-05-01,agrigento_one,37.42034159196622,13.608418243903415,21.474194,69.10815,261.94757,17.078386,22.281157,15.010417,3.0672643
2007-06-01,agrigento_one,37.42034159196622,13.608418243903415,39.29,66.8101,277.73752,21.325457,26.485723,18.936861,2.8324533
2007-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,61.1542,296.45563,23.952108,28.824783,21.170738,2.987768
2007-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,59.855824,276.69086,25.363066,29.529516,21.923975,3.105716
2007-09-01,agrigento_one,37.42034159196622,13.608418243903415,31.636665,63.373386,204.01526,21.458197,26.064651,19.171373,2.4383733
2007-10-01,agrigento_one,37.42034159196622,13.608418243903415,99.21936,65.46082,132.33601,18.679663,22.16641,15.90086,2.3026452
2007-11-01,agrigento_one,37.42034159196622,13.608418243903415,82.933334,65.77627,95.92639,14.344055,18.874138,11.665459,3.22948
2007-12-01,agrigento_one,37.42034159196622,13.608418243903415,60.819355,72.2004,83.78361,10.789475,14.317769,8.652352,2.730903
2008-01-01,agrigento_one,37.42034159196622,13.608418243903415,18.464516,74.37016,96.922035,10.7595415,14.957902,9.03125,1.9164515
2008-02-01,agrigento_one,37.42034159196622,13.608418243903415,10.617241,70.96256,126.37644,10.403146,14.196279,7.7180176,2.0990896
2008-03-01,agrigento_one,37.42034159196622,13.608418243903415,48.43226,70.455086,174.74194,11.698682,15.960121,9.14133,3.097884
2008-04-01,agrigento_one,37.42034159196622,13.608418243903415,5.26,70.68506,213.22499,13.908582,19.520235,12.300751,2.905733
2008-05-01,agrigento_one,37.42034159196622,13.608418243903415,2.8870966,62.283154,250.25537,17.67203,23.104448,15.488266,2.758361
2008-06-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,66.39774,292.13748,20.676971,25.590097,18.84525,2.4367466
2008-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,67.76441,303.59677,23.762888,28.157728,21.735174,2.8647485
2008-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,69.651955,272.2621,24.679985,28.401627,22.226892,2.6970193
2008-09-01,agrigento_one,37.42034159196622,13.608418243903415,59.143333,67.1009,201.93195,22.989511,25.840195,19.490679,2.3350532
2008-10-01,agrigento_one,37.42034159196622,13.608418243903415,42.841934,75.6345,155.02956,18.614044,22.612137,16.009462,2.3538709
2008-11-01,agrigento_one,37.42034159196622,13.608418243903415,48.239998,73.81,99.46527,16.52036,19.079054,12.948695,2.86604
2008-12-01,agrigento_one,37.42034159196622,13.608418243903415,91.716125,71.852516,77.24328,11.387607,14.795133,9.39875,2.763703
2009-01-01,agrigento_one,37.42034159196622,13.608418243903415,134.64839,78.58666,72.48387,11.013602,13.666612,8.921747,3.042284
2009-02-01,agrigento_one,37.42034159196622,13.608418243903415,93.29286,68.81547,119.63095,8.747693,12.266606,6.648645,2.9820428
2009-03-01,agrigento_one,37.42034159196622,13.608418243903415,40.55484,68.77671,173.1922,11.421936,14.812579,8.997674,2.9937806
2009-04-01,agrigento_one,37.42034159196622,13.608418243903415,69.979996,73.863976,184.41249,13.971194,17.272223,11.351166,2.671693
2009-05-01,agrigento_one,37.42034159196622,13.608418243903415,5.7032256,69.0434,276.61154,18.938494,23.317108,15.249718,2.7933033
2009-06-01,agrigento_one,37.42034159196622,13.608418243903415,6.2799997,67.27379,281.05276,21.943054,26.374887,17.882944,2.4807866
2009-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,65.532104,304.13037,24.885618,29.825134,20.993656,2.1374063
2009-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,67.995705,274.6774,26.230713,30.319395,22.87384,2.2842064
2009-09-01,agrigento_one,37.42034159196622,13.608418243903415,74.770004,65.639275,184.37917,21.99854,26.270624,19.498636,2.0383732
2009-10-01,agrigento_one,37.42034159196622,13.608418243903415,62.02581,68.8877,145.9328,17.573587,21.564436,15.205699,2.5642838
2009-11-01,agrigento_one,37.42034159196622,13.608418243903415,25.11,79.109604,114.9125,14.809583,18.655666,12.173347,2.9694135
2009-12-01,agrigento_one,37.42034159196622,13.608418243903415,52.132256,76.95902,70.508064,12.292003,16.074194,10.310349,3.7442968
2010-01-01,agrigento_one,37.42034159196622,13.608418243903415,77.59678,65.51175,80.42742,10.61336,13.463534,8.540685,3.6905031
2010-02-01,agrigento_one,37.42034159196622,13.608418243903415,77.10715,76.176155,107.34375,10.957276,14.752991,8.335551,4.0572996
2010-03-01,agrigento_one,37.42034159196622,13.608418243903415,43.561295,74.72463,160.13173,12.208655,15.476411,9.3484,3.1504388
2010-04-01,agrigento_one,37.42034159196622,13.608418243903415,0.123333335,75.31147,208.33057,15.193416,18.729027,12.212402,2.5207067
2010-05-01,agrigento_one,37.42034159196622,13.608418243903415,1.3096774,69.94987,243.59407,17.67926,21.544058,14.535726,2.9096258
2010-06-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,67.0102,271.3125,21.124653,25.210943,17.65018,2.84288
2010-07-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,70.823784,290.92874,24.869959,29.452108,21.31547,2.66809
2010-08-01,agrigento_one,37.42034159196622,13.608418243903415,0.0,66.688194,275.56183,24.850267,29.533304,21.576345,2.7164898
2010-09-01,agrigento_one,37.42034159196622,13.608418243903415,77.100006,68.92759,196.91528,21.26411,25.370193,18.696068,2.50724
