time,area_name,lat,lon,rr,hu,qq,tg,tx,tn,fg
2000-01-01,pella,40.88202655730148,22.149888241906325,8.66129,75.36666,85.40668,-2.3186634,2.3817513,-6.453813,1.4266244
2000-02-01,pella,40.88202655730148,22.149888241906325,36.52414,75.261406,115.55048,3.8106768,7.896219,-0.5418472,1.7034236
2000-03-01,pella,40.88202655730148,22.149888241906325,14.487097,66.03872,175.65782,6.5601954,12.506646,0.103940114,2.1844125
2000-04-01,pella,40.88202655730148,22.149888241906325,21.636665,62.39936,194.04286,14.258691,19.621822,7.7208686,2.2914288
2000-05-01,pella,40.88202655730148,22.149888241906325,24.309677,57.52421,260.909,18.726992,24.04954,10.961969,1.8861865
2000-06-01,pella,40.88202655730148,22.149888241906325,23.616669,49.537518,278.27023,22.541225,28.251858,14.287976,2.017738
2000-07-01,pella,40.88202655730148,22.149888241906325,5.383871,44.677612,307.07373,25.787638,32.215992,16.679943,2.152984
2000-08-01,pella,40.88202655730148,22.149888241906325,0.32258064,44.004185,270.7972,25.133617,31.566141,16.51598,1.7011405
2000-09-01,pella,40.88202655730148,22.149888241906325,10.93,57.613586,193.46547,19.481594,26.017796,12.580297,1.8160713
2000-10-01,pella,40.88202655730148,22.149888241906325,39.76774,73.923744,110.56913,13.822432,18.611288,9.304216,1.6917742
2000-11-01,pella,40.88202655730148,22.149888241906325,24.739998,77.6973,84.575005,11.119346,16.340332,6.6272025,2.0282857
2000-12-01,pella,40.88202655730148,22.149888241906325,8.535483,79.09974,70.32373,5.099896,9.053675,0.7313133,1.6543894
2001-01-01,pella,40.88202655730148,22.149888241906325,26.170969,84.764786,61.002308,4.343145,7.193513,1.4473618,1.7754838
2001-02-01,pella,40.88202655730148,22.149888241906325,14.835715,67.92153,116.38265,5.2425256,10.171607,0.33701536,2.044732
2001-03-01,pella,40.88202655730148,22.149888241906325,13.267742,56.57633,162.26843,12.562556,18.12289,6.5717397,2.3895738
2001-04-01,pella,40.88202655730148,22.149888241906325,66.7,63.315422,189.19286,11.843964,16.746775,5.555488,2.2416666
2001-05-01,pella,40.88202655730148,22.149888241906325,40.335487,61.130505,222.25806,17.667603,22.724354,11.311763,2.2113364
2001-06-01,pella,40.88202655730148,22.149888241906325,14.893333,45.56149,284.95117,22.209642,28.053143,14.20056,2.28725
2001-07-01,pella,40.88202655730148,22.149888241906325,20.2,47.788616,266.2281,25.718075,31.186152,18.23455,2.33015
2001-08-01,pella,40.88202655730148,22.149888241906325,16.92258,51.56515,238.4781,25.379343,31.324606,18.578016,1.8060945
2001-09-01,pella,40.88202655730148,22.149888241906325,5.54,52.658306,221.17502,20.25694,26.536224,13.50244,2.2488096
2001-10-01,pella,40.88202655730148,22.149888241906325,1.7451613,58.884792,153.06798,15.96091,22.524643,9.568664,1.5371429
2001-11-01,pella,40.88202655730148,22.149888241906325,16.006666,65.9925,82.28453,7.137202,11.638475,2.577107,2.2031786
2001-12-01,pella,40.88202655730148,22.149888241906325,50.12581,80.78607,51.98272,-3.0239284,-0.24615203,-6.1473846,2.3414054
2002-01-01,pella,40.88202655730148,22.149888241906325,14.164516,80.05312,79.16589,-0.07950469,3.857062,-4.083099,1.9786404
2002-02-01,pella,40.88202655730148,22.149888241906325,5.2464285,64.91328,130.85713,7.4647446,13.135969,1.4470536,2.0666199
2002-03-01,pella,40.88202655730148,22.149888241906325,47.374195,62.730896,144.14746,9.517938,14.407904,4.8818665,2.3876958
2002-04-01,pella,40.88202655730148,22.149888241906325,56.57,68.05617,186.34644,11.313167,15.634465,6.1320834,2.1281784
2002-05-01,pella,40.88202655730148,22.149888241906325,39.490326,65.83053,234.98271,17.338985,21.95614,10.852822,2.1867394
2002-06-01,pella,40.88202655730148,22.149888241906325,12.719999,51.91226,272.98453,23.04625,28.569082,15.636117,2.2362618
2002-07-01,pella,40.88202655730148,22.149888241906325,43.57097,57.25246,250.57834,24.81053,30.252651,17.810633,2.1726613
2002-08-01,pella,40.88202655730148,22.149888241906325,23.467743,61.62533,222.91245,22.796762,28.144583,16.614319,2.0828109
2002-09-01,pella,40.88202655730148,22.149888241906325,70.38333,74.873856,175.96547,17.184643,22.171831,12.4363575,1.6726071
2002-10-01,pella,40.88202655730148,22.149888241906325,49.996773,73.20548,135.21198,13.450875,18.76372,8.158468,1.8963249
2002-11-01,pella,40.88202655730148,22.149888241906325,26.94,77.56415,79.74642,8.821368,13.520427,4.334988,1.8801429
2002-12-01,pella,40.88202655730148,22.149888241906325,101.47742,86.92223,42.6106,3.7618892,6.2803917,1.2160828,1.6453917
2003-01-01,pella,40.88202655730148,22.149888241906325,60.906452,80.712296,60.612907,4.0467515,8.012086,1.063387,2.0763478
2003-02-01,pella,40.88202655730148,22.149888241906325,17.903572,74.49445,106.688774,-0.94085455,3.3070028,-3.9533544,2.2771935
2003-03-01,pella,40.88202655730148,22.149888241906325,1.5290322,58.075397,171.81798,4.979585,11.648168,-0.38024193,2.2804606
2003-04-01,pella,40.88202655730148,22.149888241906325,23.913334,62.28713,201.01309,9.090107,14.775846,3.9398332,2.5001547
2003-05-01,pella,40.88202655730148,22.149888241906325,44.632256,59.51933,252.23387,18.960484,25.119354,12.885103,2.0895045
2003-06-01,pella,40.88202655730148,22.149888241906325,40.14,60.03997,278.23096,22.93569,29.046463,16.32869,1.7925237
2003-07-01,pella,40.88202655730148,22.149888241906325,13.351612,49.298706,293.83984,24.480923,30.52834,17.750818,2.0692165
